id,title,type,seasons,runtime,release_year,age_certification,description
ts21852,The Law of Ueki,SHOW,1.0,23,2005,TV-PG,"The fate of the world rests on Ueki, an average junior high student. Average until he gains the power to change trash into trees. Granted to him by the enigmatic Mr K., Ueki’s strange power forces him to participate in the 100-fighter ""Battle of Supernatural Powers."" If Ueki wins the tournament, Mr. K will become the new King of the Celestial World while Ueki will receive the ""Talent of Blank"", allowing him to choose any power he desires. However, if Ueki gets too many penalties during the game, he will disappear!"
ts29956,The World God Only Knows,SHOW,3.0,24,2010,TV-14,"Keima is a dating sim champion. Cute girls are rendered powerless by his irresistible game playing techniques. Too bad things aren't that way in the real world. That is, until his tempting game playing causes a real live—and very bubbly-cute—demon hunter named Elsie to materialize! Now Elsie wants Keima to help her free hot girls from sneaky demons who secretly possess them."
ts16771,Eyeshield 21,SHOW,1.0,23,2005,nan,"In Tokyo, a weak, unassertive boy named Sena Kobayakawa enters the high school of his choice, Deimon Private Senior High School. Sena's only remarkable physical abilities are his running speed and agility, which are noted by the school's American football team captain Yoichi Hiruma. Hiruma forces Sena to join the Deimon Devil Bats football team as its running back. To protect his identity from other teams who want to recruit him, Sena is forced to publicly assume the role of the team secretary and enter the field under the pseudonym of ""Eyeshield 21"" wearing a helmet with an eyeshield to hide his features."
ts27189,Junjou Romantica,SHOW,3.0,26,2008,TV-MA,"Junjou Romantica: Pure Romance, stylized as Junjou Romantica ~Pure Romance~, is a yaoi series by Shungiku Nakamura. It focuses on three storylines; the main couple, which comprises the bulk of the books, and two other male couples that provide ongoing side stories. It has expanded into several cd-dramas, a manga series running in Asuka Ciel, a light novel series titled ""Junai Romantica"" running in The Ruby magazine and a 24-episode anime series.

Shungiku Nakamura has written a spin-off to Junjou Romantica, titled Sekai-ichi Hatsukoi focusing on a shōjo manga editor and his first love, which was also animated by Studio Deen in 2011."
ts26444,Time of Eve,SHOW,1.0,18,2008,nan,"The future, probably Japan. Robots have long been put into practical use, and androids have just come into use. Influenced by the Robot Ethics Committee, it's become common sense for people to treat androids like household appliances. Their appearance – indistinguishable from humans except for the ring over each android's head – has led some people to empathize unnecessarily with androids. Known as ""android-holics"", such people have become a social problem. Rikuo, a high school student, has been taught from childhood that androids are not to be viewed as humans, and has always used them as convenient tools. One day, Rikuo discovers some strange data in the behavior records of his family's household android, Sammy. Rikuo and his friend Masaki trace Sammy's movements, only to discover a mysterious café that features a house rule that ""humans and robots are to be treated the same""."
ts30502,Squid Girl,SHOW,2.0,24,2010,TV-14,"Squid Girl has come to the land from the depths of the sea to conquer humanity in revenge for pollution of the ocean. Unfortunately she ruins the first house she uses as an invasion base and has to work to pay for repairs. Of course, she can't overcome the Aizawa sisters who manage the house, so who knows whether she can subjugate humankind."
ts24467,Sweet Blue Flowers,SHOW,1.0,22,2009,TV-14,"Fumi Manjoume enters Kamakura's accelerated  high school - Matsuoka All-Girls High School.  While waiting at the  Kamakura station on the day of her entrance ceremony, she runs into an  old childhood friend whom she had not seen in 10 years: Akira Okudaira.  As their friendship is rekindled and they start falling back into the  rhythm of friends again, it starts a delicate love story..."
ts80216,The Melancholy of Haruhi Suzumiya,SHOW,1.0,25,2009,nan,"On the first day of high school a beautiful girl named Haruhi Suzumiya introduces herself as having ""no interest in ordinary humans"". She asks for any aliens, time travelers, sliders or espers to join her. Watching her weird behaviour is Kyon a boy who sits in front of Haruhi and is the only person who talks to her. Commenting on Haruhi's joining every club in school and then quitting Kyon unwittingly gives Haruhi an idea to start her own after school club. Thereafter Kyon and several others find themselves literally dragged into the Save our world by Overloading it with fun Suzumiya Haruhi's Brigade (the S.O.S. Brigade for short)."
ts42557,Honey and Clover,SHOW,3.0,23,2005,TV-14,"Takemoto Yuuta, Mayama Takumi, and Morita Shinobu are college students who share the small apartment. Even though they live in poverty, the three of them are able to obtain pleasure through small things in life. The story follows these characters' life stories as poor college students, as well as their love lives when a short but talented 18 year old girl called Hanamoto Hagumi appears."
ts53132,Cyborg 009: The Cyborg Soldier,SHOW,2.0,25,2001,TV-PG,"Nine super-powered cyborg soldiers join forces to combat Black Ghost, the terrorist organization which they were originally created to serve."
ts28698,Kekkaishi,SHOW,1.0,25,2006,TV-14,"Kekkaishi is a supernatural manga series written and illustrated by Yellow Tanabe. It was serialized in Japan by Shogakukan in the manga magazine Shōnen Sunday from 2003 to 2011, and licensed for an English-language release in North America by Viz Media. It was adapted as a fifty-two episode anime series by Sunrise, which was broadcast between October 2006 and February 2008. The series is about Yoshimori Sumimura and Tokine Yukimura, heirs to rival families of kekkai users, who must defend their school from the spirits drawn to the sacred land upon which it is built. Kekkaishi received the 2007 Shogakukan Manga Award for shōnen manga."
ts6355,Bludgeoning Angel Dokuro-Chan,SHOW,2.0,26,2005,TV-MA,"In the future, a man named Sakura is destined to create the technology for eternal life, which (due to Sakura's lolicon tendencies) freezes all women's aging once they turn twelve. God refuses to allow this, so he sends his angels to the past to kill Sakura before he can do this. But one angel, Dokuro-chan, decides to try to change the future without killing him. Problem is, Dokuro is very temperamental, and is constantly killing Sakura (and lots of other people too) in incredibly bloody ways with her giant spiked club. Good thing she can bring people back to life - if only to grusomely kill them again the next time she loses her temper."
ts36530,Mazinger Edition Z: The Impact!,SHOW,6.0,25,2009,nan,"Shin Mazinger Shogeki! Z Hen, alternatively romanized Shin Mazinger Shougeki! Z Hen and romanized/translated in the Soul of Chogokin toys line as Shin Mazinger Impact Z!, is a new Mazinger anime series, directed by Yasuhiro Imagawa which premiered in Japan on April 4, 2009. According to the production staff, it has no relation to the 1970s show and should not be described as a Mazinger Z remake. The series is a ""retelling"" of the basic story of Mazinger Z, featuring most of the same characters, mechanical beasts, and some general plots of the original series, plus some additional material. It keeps the original plot line of Mazinger Z, but makes references to other Go Nagai works, such as Z Mazinger, Violence Jack, Mao Dante and others. Elements from other related Mazinger works appear in the series, such as the story of Kedora and the appearance of Energer Z, the original concept before Mazinger Z.

Along with the TV series, a new manga, Shin Mazinger Zero started on April 18, 2009 in the magazine Champion Red. The pair responsible for the shōnen manga Akumetsu, Yoshiaki Tabata and Yuki Yogo, write and illustrate the Shin Mazinger Zero manga. In 2010 a game based on the series was released for the PC."
ts26931,H2O: Footprints in the Sand,SHOW,1.0,24,2008,nan,"Takuma Hirose, an emotionally wounded boy becomes blind after his mother died in his childhood. For medical treatment, he moves to his mother’s home village where he enters a new school."
ts31511,Peacemaker Kurogane,SHOW,1.0,31,2003,nan,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members."
ts2718,Cosmo Warrior Zero,SHOW,1.0,25,2001,nan,Cosmo Warrior Zero is a science fiction OVA series.
ts11645,Ah My Buddha!!,SHOW,2.0,24,2005,TV-MA,"Sixteen-year-old Ikkou Satonaka has raging hormones that make every other boy's look simply weak in comparison. When he gets turned on, he's literally turned into a super-powerful Buddhist monk capable of vanquishing the most evil of spirits! Ikkou's parents send him to the Saienji Temple to train to become a proper monk under the watchful eye of his grandmother. One of his first challenges is to learn to control his lusty desires - but that's easier said than done when he's surrounded by a bevy of beautiful nun trainees who keep losing their clothes!"
ts39260,Yakitate!! Japan,SHOW,3.0,24,2004,TV-14,"Azuma Kazuma isn't terribly clever, but he's got a good heart and  great skill - at baking. Since childhood, he's been on a quest to create  the perfect bread to represent Japan internationally. Now, he seeks to  enter the famous bakery Pantasia, in hopes of reaching his goal. But  plots abound..."
ts27114,Kaiba,SHOW,1.0,24,2008,TV-MA,"In a world where memories exist in memory chips separate from the body, death of the body no longer means death of the soul. It is possible for memories to be viewed, altered, and transferred between bodies. These memory chips are used by the rich to obtain eternal lives in carefully selected bodies, while for the poor, selling their own bodies and conserving their souls in the chips often become the only way to earn a living. An electrolytic cloud in the sky serves as a barrier between the heavens of the fortunate and the underworld of the destitute, making this social division impregnable. One day, a man named Kaiba wakes up in an empty room with no memories, a mysterious hole in his chest, and a locket holding the picture of an unknown woman. After escaping an attack and stumbling upon a decrepit village of underworld residents, he begins his adventure across the different planets of this strange universe to find out more about his own identity and the woman he once knew."
ts39338,Tetsujin 28,SHOW,1.0,24,2004,nan,"Tetsujin 28-gō is a 2004 Japanese anime series and the remake of the original 1960s anime adaptation, animated by Genco and Palm Studio and written and directed by Yasuhiro Imagawa. The series has been released in the United States under its original name by Geneon and in the United Kingdom by Manga Entertainment, the first time a Tetsujin-28 property has not been localized to Gigantor in America or other English speaking nations. While not fully based on the original manga, it followed an extremely different storyline than in the 1960s series."
ts35033,Nagasarete Airanto,SHOW,1.0,24,2007,nan,"Following an argument with his father, Ikuto runs away from home. Along the way he boards a cruise ship and is knocked overboard in the ensuing storm. After drifting away out to sea, he eventually washes ashore on an island named ""Airantou"" by the locals. The island is surrounded by whirlpools making any attempt at escape impossible, and likely life-threatening. Only women reside on this island, putting Ikuto in the unique position where nearly every person around sees him as prime husband material. Will Ikuto be able to adapt to life on this island with women fighting over him at every turn?"
ts56437,Full Metal Panic? Fumoffu,SHOW,2.0,24,2003,TV-14,"It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun - the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate."
ts23830,Tegami Bachi: Letter Bee,SHOW,2.0,20,2009,TV-14,"Apparently abandoned by his mother, orphan Lag Seeing is taken as a ""letter"" by ""Letter Bee"" Gauche Suede to a town where his aunt raises him. His affection and admiration for Gauche give Lag the ambition to become a Letter Bee himself, carrying mail through the dangerous wasteland between towns on his world. When he becomes a teenager, he makes the trip to the capital to take the examination to become a trainee Letter Bee. En route, he meets the strange, powerful girl-like creature Niche, who becomes his ""dingo,"" a Letter Bee's travelling companion. Lag yearns to find his mother, and discover why she abandoned him, if she did."
ts60873,Kyo Kara Maoh!,SHOW,3.0,25,2004,TV-PG,"Shibuya Yuuri, an ordinary high school boy got flushed in a toilet and he saw himself in another world. He was then declared as the 27th maou or the demon king of the Demon world by Gunter von Christ and Konrad Weller . When Yuuri now travels back to his new home (the castle), he meet up with Konrad's brothers. Wolfram von Biefield became Yuuri's fiancee when Yuuri slapped him for defending his mother's name. As a result, as the aristocrats tradition to propose a marriage, is by slapping one's left or right cheek with the back of your hand. By the time that Wolfram throw the knive and Yuuri picked it up, it means a battle between them. in their fight, Yuuri dodged Wolfram's majutsu and it hitted the girl just beside His Majesty. Yuuri got angry and turned into Maou, and punished Wolfram using his water majutsu. Yuuri fainted and when he came to senses after 3 days of sleeping, he did not remember anything that happened including using his powers."
ts57877,Tales of Symphonia: The Animation,SHOW,3.0,33,2007,nan,nan
ts5606,Aria the Animation,SHOW,3.0,24,2005,TV-G,"Set in the early 24th century against the backdrop of the city of Neo Venezia on the planet Mars. No longer the barren red planet, Mars has been flooded, inhabited and is something of a tourist hub for those looking for rest, relaxation and a gondola ride – the primary mode of travel in Neo Venezia. The Undines are professional gondoliers, tour guides for the people passing through. Akari Mizunashi is an Undine in training and this is a piece of her story."
ts33495,Mushi-Uta,SHOW,1.0,24,2007,nan,"Mushi-uta's story takes place in the near future. Ten years before the story's opening, strange insect-like creatures known as ""Mushi"" began appearing. The Mushi are able to consume peoples' dreams and thoughts in return for supernatural powers. At the end of episode one, protagonist Daisuke ""Kakkou"" Kusuriya encounters a young girl named Shiika Anmoto. The two, in time, become quite close. However, unbeknownst to Kakkou, Shiika is an escapee from a secret prison known as GARDEN where those posessed by the Mushi, known as the Mushitsuki are held. GARDEN's military force, the Special Environmental Conservation Executive Office, dispatches its finest killer to track down Shiika. However, they are faced with resistance from the Mushibane resistance organisation, led by the secretive ""Ladybird."""
ts47460,The Galaxy Railways,SHOW,2.0,24,2003,TV-PG,A science fiction anime series about flying trains set in the far reaches of space.
ts26155,True Tears,SHOW,1.0,24,2008,TV-14,"True Tears is a Japanese anime television series produced by P.A. Works and directed by Junji Nishimura. The anime aired in Japan on the TV Kanagawa television network between January 6, 2008 and March 30, 2008, containing thirteen episodes. The anime shares almost nothing in common with the visual novel of the same name that preceded it, using an entirely different story with different characters, and a different art style. An Internet radio show hosted by three voice actresses from the anime was also produced to promote the anime. The anime has been released by Bandai Entertainment in an English subtitle-only box set. A Blu-ray box set released in Japan contained an extra three-minute epilogue."
ts78793,The Melody of Oblivion,SHOW,1.0,24,2004,nan,nan
ts30503,Heroman,SHOW,1.0,24,2010,TV-PG,"Heroman is a manga and anime produced by Bones and created by Marvel's Stan Lee. The manga is published in Monthly Shōnen Gangan and began serialization in September 2009, while the anime series premiered on April 1, 2010, on TV Tokyo and related stations. Stan Lee came up with the series' basic plot, referring to the series and character as ""a new hero for the 21st century"".

Broadcast of Heroman in the United States is currently being planned by Lee and producer Masahiko Minami."
ts25824,Haruka Nogizaka's Secret,SHOW,3.0,25,2008,TV-14,"Haruka Nogizaka is beautiful, intelligent, and talented at the piano. A true idol of Hakujo Academy. Yuuto Ayase on the other hand is an ordinary guy who, thanks to his hard-drinking older sister and her lecherous friend corrupting his life, has reportedly given up on women. However, one day in the school library, Yuuto stumbles into a rare issue of a magazine catering to anime and nerd culture--or rather, the girl holding it, who turns out to be none other than Haruka Nogizaka herself! Terrified of others realizing that she isn’t as “perfect” as she claims to be, Haruka runs away from Yuuto... but this is one woman that Yuuto just can’t give up on!"
ts24421,Pandora Hearts,SHOW,1.0,24,2009,TV-14,"Oz Vessalius, heir to one of the duke houses, has just turned fifteen. His life is rich and carefree, darkened only by the constant absence of his father. At his coming-of-age ceremony, however, everything changes. For no reason that he can discern, he's cast into the prison known as the ""Abyss"", only to be saved by a ""chain"" known as Alice, the bloodstained black rabbit. It is unknown why was he cast into Abyss, how does Alice factor into it all, and what does the organization known as ""Pandora"" want with him."
ts41034,Strike Witches,SHOW,3.0,24,2008,TV-MA,"The year is 1939 - it was then that the Neuroi appeared. Nobody knows where they came from or what their ultimate agenda is, but the fact remains that their attacks drove people out of their towns and cities. In order to take arms against them, humanity develops a new anti-Neuroi weapon called the ""Striker Unit."" Using the power of magic to fight against the monsters, this new device enhances and amplifies the power of female magic-wielders. To use this device, young witches from all over the world have been brought together to form an elite task force unit called the 501st Joint Fighter Wing, commonly known as the ""Strike Witches."""
ts41111,Hanasakeru Seishōnen,SHOW,1.0,24,2009,nan,"Hanasakeru Seishōnen is a manga series written and illustrated by Natsumi Itsuki. Set in the modern era, the story follows the path to romance of fourteen-year-old Kajika Burnsworth, daughter of powerful industrialist Harry Burnsworth, owner of the Burnsworth international conglomerate giant. Kajika agrees to participate in a ""marriage game"" with her father, in which she must select her future husband out of three men that her father has supposedly preselected for her.

Despite its shōjo-romance undertones, the story itself evolves as a power political mystery involving a small, southeast Asian country called Raginei. Raginei as a country is only 1,000 years old, but became extremely wealthy within the last 50 years or so due to a change in ideals implemented by past King Machaty that allowed the international export of oil. While Kajika searches for her suitors and puzzles over the concept of love, the country is thrown into political turmoil and Kajika's friendship with Prince Rumaty Ivan, as well as the Burnsworth relationship with Raginei, lands her right in the middle of it all."
ts24469,Saki,SHOW,3.0,23,2009,TV-14,"Saki tells the story of a girl's mental and emotional growth as she and her fellow teammates battle fearsome rivals, all gunning for the national high school mahjong tournament, and is a cross between sports action and high school drama."
ts72541,Ramen Fighter Miki,SHOW,1.0,25,2006,TV-14,"Miki works at her mother's ramen restaurant. She appears normal, but she can become violent when provoked causing issues in their otherwise peaceful lives."
ts83895,Full Metal Panic! The Second Raid,SHOW,2.0,23,2005,TV-14,"The Second Raid (TSR) es la secuela del primer Full Metal Panic y continúa la historia desde el final de la anterior. Basado en la novela de Full Metal Panic la versión anime entra en más detalles íntimos de Sousuke y Kaname, y por supuesto, de acción. La serie comienza dos meses después de los eventos ocurridos en el Tuatha de Danaan al final de la serie original (Full Metal Panic). Mithril toma conciencia de una organización secreta que tiene en sus manos tecnología capaz de contener el modo ECS (Electronic Cloaking System)."
ts24532,Please Teacher!,SHOW,1.0,22,2002,TV-14,"Kusanagi Kei, a high-school student living with his aunt and uncle, has an encounter with a female alien. This alien is revealed to be a new teacher at his school. Later, he is forced to marry this alien to preserve her secrets. From there, various romantically-inclined problems crop up repeatedly."
ts34617,Zombie-Loan,SHOW,1.0,23,2007,TV-MA,"Based on the manga by PEACH-PIT, serialised in G-Fantasy. When a human is marked to die, a faint gray line that is invisible to most appears around their neck. As time passes, that ring becomes darker and darker, until it is eventually black, and that person dies. Kita Michiru has an unusual gift - she posses ""Shinigami eyes,"" which allow her to see these rings. When Michiru notices that two of the boys in her Class, Akatsuki Chika and Tachibana Shito not only have rings, but that they`re jet black, they reveal to her that the were supposed to die in a tragic accident six months ago. With the help of the Zombie Loan loan office, they were given a second chance at life, should they be able to pay for their debt by doing the work of Shinigami and killing malicious zombies. They petition Michiru to assist them in their efforts, and she finds her everyday life changing dramatically."
ts30496,Star Driver,SHOW,1.0,25,2010,TV-G,"One night, a boy named Takuto washes up on shore swimming from the mainland. He later enrolls in Southern Cross High School as a freshmen and makes new friends. However, beneath the school is a group of mysterious giants called Cybodies, which can be controlled by humans in an alternate dimension known as Zero Time. Takuto, The ""Galactic Pretty Boy"" , finds himself dragged into opposition with the ""Glittering Crux Brigade""."
ts63557,Izumo: Flash of a Brave Sword,SHOW,1.0,26,2005,nan,"Takeru Yagi lives a normal, average life. He lives with his adoptive father Rokunosuke, and eats breakfast with two neighborhood girls, the sisters Asuka and Kotono. Takeru attends a kendo club at school with his best friend and rival Takeshi. It's an idyllic, peaceful life, where the greatest drama is whether Takeru or Takeshi will represent the school at the kendo tournament. Then one day, everything changes. Takeru and his friends are transported to a world like their own, yet fallen to ruin and filled with monsters. Moreover, people in strange clothes are highly interested in all of them."
ts33241,Time Jam: Valerian & Laureline,SHOW,1.0,24,2007,nan,Valerian & Laureline must investigate a mysterious time portal in a galaxy filled with the dangerous alien species called the Vlagos after the Earth vanishes.
ts11581,DearS,SHOW,1.0,23,2004,nan,"One year ago, a UFO containing 150 aliens crash-landed off the shores of Kasai. Because no one could fix their ship, the Japanese Government decided to bestow upon them the designation ""DearS"" and make them into Japanese citizens.  One morning, a truck carrying a capsule that housed one of the aliens ends up dropping it into the riverbank, releasing her from her confinement. She is eventually found by a high school student named Takeya Ikuhara, who saves her, despite being extremely distrustful of their race and wanting nothing to do with them. Upon being named Ren, she imprints upon him as her ""Master"" and serves as his personal ""Slave,"" leaving him with a ""DearS"" who wants to remain with him no matter what."
ts25464,Neo Angelique Abyss,SHOW,2.0,25,2008,TV-14,"Arcadia is plagued with evil, life-draining demons called Thanatos  and a vast lack of Purifiers to exterminate them all. While attending  school, Angelique attracts the eye of a man who intends to turn the  tides to the people's favor. What lies within her is the key to  Arcadia's survival."
ts25680,The Tower of Druaga: The Aegis of Uruk,SHOW,2.0,25,2008,TV-14,"The Summer of ""Anu"": In a summer once every five years, demons in  the mysterious Tower of Druaga lose their powers due to the magic spell  cast by a god named ""Anu"". King Gilgamesh, ruler of the kingdom Uruk,  uses the appearance of demons as an excuse to invade the tower and find  out the construct's secrets. As 80 years passed, the Uruk army managed  to fight back the demons and built a fortress city and safe haven on the  very first floor of Druaga—Metz Kier. Thus begins the story of a  warrior named Jil, who, finding companions along the way, embarks on a  quest for the fabled Blue Crystal Rod, a powerful artifact rumored to be  in the highest floor of Druaga. However, other competitors, including  the kingdom of Uruk itself, want the treasure, all for their own  reasons."
ts35062,Hayate the Combat Butler,SHOW,4.0,24,2007,TV-14,"16-year-old Hayate is really down on his luck. Because his unemployed parents are good-for-nothings who waste what money they have on gambling, Hayate had to start working at a young age to help out his family. Although such experience has made him inhumanly fast and tough and skilled at things boys aren't normally skilled at, it has also left him in an awkward position, as his parents have racked up such a huge gambling debt that they have sold Hayate to the yakuza for the value of his organs. In a desperate attempt to avoid that fate, Hayate decides to become a ""bad guy"" and kidnap someone to be held for ransom, but his efforts to do so are mistaken as a confession of love by the girl he targets. When he helps save the (as it turns out) ultra-wealthy 13-year-old Nagi from real kidnappers, she takes him in and gives him a job as her new personal butler (and love interest) until he can pay off his debt. But Hayate is more attracted to Nagi's beautiful teenage maid Maria, and head butler Klaus is initially disapproving of a boy with such a poor look. And then there's Nagi's pet Tama, who is also a force to be reckoned with."
ts4142,Elemental Gelade,SHOW,1.0,24,2005,TV-14,"The rookie sky pirate Coud finds an unusual cargo in his mates' cargo hold: Ren, an ""Edel Reid"", a race prized by humans for granting special combat power to their partners through ""Reacting"". He quickly discovers, however, that Ren is even more prized than he expected. The pirate ship is visited by members of the Edel Reid Complete Protection Agency ""Arc Aire"", who try to purchase her. When Coud refuses, the ship is suddenly attacked by a mysterious force, and Coud's captain charges him with Ren's protection."
ts47193,Ultra Maniac,SHOW,1.0,24,2003,nan,"The romantic comedy series features 7th grader Ayu Tateishi, a tennis club member, and her transfer student friend, Nina Sakura, who is actually a trainee witch from the magical kingdom."
ts44050,Please Twins,SHOW,1.0,24,2003,nan,"Maiku Kamishiro grew up in an orphanage with no history of his family or of his past. Left with only a childhood picture of himself and another person in front of a house, he believes that the other person in the picture is his long lost twin sister. Upon discovering his old home, two young girls show up on his doorstep one day both claiming to be his long lost sister."
ts55248,Super GALS!,SHOW,2.0,26,2001,TV-PG,"Sporting designer clothes, make-up, and nails, Ran Kotobuki is the very picture of a trendy, young Shibuya girl, but don't let that fool you. This girl comes from a family of cops, and she’s ready to lay you out flat if you even think about causing trouble in her town! At least, she will... when she’s not distracted with karaoke, shopping, and dodging her homework. Join Ran and her friends as they defend the streets of Shibuya and attempt to shop their way into the history books as the most famous Gals ever!"
ts12740,07-Ghost,SHOW,2.0,23,2009,TV-14,"Set in a gothic fantasy world, this is the story of Teito Klein, an orphaned slave who became the top military academy student. However, an unexpected turn of events left him pursued by the forces of the Barsburg Empire. Now an escaping convict, Teito's sheltered by the church and its law of sanctuary. Here, he discovered many mysteries surrounding himself, the church, and the Empire itself. The fact that he might be connected to a dethroned king and the mystical stone of god, ""The Eye of Mikhael"", made him the target of the empire more than ever. Fortunately the church is under the mythical 7 Ghost protection. But who are the Ghosts really. Will Teito be free from the military's clutch, and what of his said mission to uncover the history. And who is the military's Chief-of-Staff Ayanami exactly. Teito's future seems to have spiraled into an unexpectedly perilous path."
ts37736,Tales of Phantasia: The Animation,SHOW,1.0,29,2004,nan,"Tales of Phantasia: THE ANIMATION is an anime OVA based on the game of the same title, released from 2004 to 2006 in Japan in four volumes. The OVA was later licensed by Geneon for US distribution and was released in the United States in January 2007."
ts57758,Sketchbook ~full color's~,SHOW,1.0,23,2007,TV-14,"No matter where she goes, Sora takes her sketchbook along. The world is full of mysterious and beautiful things, after all, and Sora doesn't want to miss a single one. The best way she knows to capture each moment is by drawing and sketching, watching and learning."
ts32189,Stellvia of the Universe,SHOW,1.0,23,2003,nan,"2167 AD is shown to be devastated by a powerful electromagnetic shockwave. This is caused by a nearby star, Hydrus Beta, 20 light-years away, going supernova. The series itself is set 189 years later, in the year 2356 AD. Civilization has been rebuilt with humanity having united together to face the coming of the second shockwave of the supernova. The second shockwave, unlike the first, is to contain a great deal of matter composed of the remnants of the star itself."
ts32848,Shining Tears X Wind,SHOW,1.0,24,2007,nan,"Shining Tears X Wind is a Japanese anime based on the PlayStation 2 games Shining Tears and Shining Wind. Shining Tears X Wind presents an adapted version of Shining Wind's story, seen from the perspective of the character Souma. It is directed by Hiroshi Watanabe and produced by Studio Deen. The series started airing in Japan on April 6, 2007, and finished airing on June 29, 2007. The anime has the same opening and ending themes as the game Shining Tears. A sequel to this is a mobile game entitled Shining Wind X, which was released in January 2008."
ts26720,Koihime Muso,SHOW,3.0,24,2008,TV-14,"Having lost her family to bandits during night raid, Kan'u Unchou swears, she will not let others share the same pain. She quickly becomes a — well-known and feared by villains — bandit hunter. During her journey she comes across others, who wish to join her cause. One of them is an energetic girl named Chouhi Yokutoku, who had a similar experience with bandits in the past."
ts57008,Pilot Candidate,SHOW,1.0,24,2002,TV-Y7,"In the distant future, human beings live among space colonies and a single, inhabitable planet called Zion. The plot follows Zero Enna and his fellow candidates as they try to prove themselves worthy of piloting the ""Ingrids"", also called ""Goddesses"". These gigantic, humanoid weapons are humanity's only significant defense against a hostile, alien threat known as ""Victim""."
ts45590,"Yamibo - Darkness, the Hat, and the Travelers of the Books",SHOW,1.0,24,2003,TV-14,"Hatsuki is a high-school student living with Hatsumi, and the two are so close they are like sisters. On Hatsumi's 16th birthday, she is suddenly surrounded by a green light and disappears right in front of Hatsuki!

Hatsuki manages to follow Hatsumi with the help of a yellow parakeet named Ken, and ends up in a place called ""The Great Library,"" full of different worlds stored in books. But Hatsumi isn't there, and so the search begins..."
ts85831,Looking Up at the Half-Moon,SHOW,1.0,24,2006,TV-PG,"During the winter, Yuichi was hospitalized due to hepatitis. Randomly he would try to escape from the hospital but would get beat up by the nurse. One day, he happened to meet Rika, a girl of his age, in the next building. He was fascinated by her beauty, but she was very selfish girl. Although she led him by the nose, he began to be attracted by her. However, when Rika told him about her illness, he knew why she acted so selfish; she didn't have long to live."
ts40788,The Tower of Druaga: the Sword of Uruk,SHOW,1.0,24,2009,TV-14,"Half a year has passed since monsters disappeared from the the  tower of Druaga, thanks to Jil and his companions who defeated the evil  god Druaga. Jil and Fatina survived the collapse of the tower and tried  to live their lives after the betrayal of Neeba and Kaaya. This changed  when they rescue a little girl named Kai, who tells Jil to take her to  the top of the tower after showing him an unpleasant vision of the  future."
ts23568,White Album,SHOW,3.0,26,2009,TV-PG,"Touya Fujii is a twenty-year-old college student dating a rising singer named Yuki Morikawa. Along the way, they are faced with numerous challenges throughout the course of events at Fuji’s college. Be prepared for an exciting journey!"
ts30037,Moyashimon,SHOW,2.0,22,2010,nan,"Moyasimon: Tales of Agriculture, known in Japan as Moyashimon, is a manga series created by Masayuki Ishikawa. It has been serialized in Kodansha's seinen magazine Evening from August 2004 to June 2013 and moved since then to the magazine Morning two. It won the 2008 Tezuka Osamu Cultural Prize for Grand Prize and the 2008 Kodansha Manga Award for general manga. Del Rey Manga licensed the manga, but only released two volumes in English in North America. An 11-episode anime television series adaptation, animated by Shirogumi and Telecom Animation Film, aired between October and December 2007 on Fuji TV's noitamina programming block. A second season titled Moyasimon Returns aired from July to September 2012. The series follows Tadayasu Sawaki, a first-year college student at an agricultural university, who has a unique ability to see and communicate with bacteria and other micro-organisms."
ts9567,11eyes,SHOW,1.0,25,2009,TV-14,"Satsuki Kakeru lost his sister by suicide and has been living a dull life ever since then. One day, he is transported into a bizarre world ""Red Night"" along with his friend Minase Yuka. In order to survive and escape from Red Night, he fights against Dark Spirits (Ralva) and Black Nights."
ts31545,Interlude,SHOW,1.0,40,2004,nan,"High school student, Naoya Aizawa is having a normal day with his long time friend, Tama. But on his way to school, every person in the train station suddenly disappears... except for one girl."
ts43417,The Third: The Girl with the Blue Eye,SHOW,1.0,23,2006,TV-14,"Honoka, a desert-wandering jack-of-all-trades, must deal with the technology-oppressing group known as The Third, as well as her own inner feelings and struggles."
ts34154,Myself; Yourself,SHOW,1.0,25,2007,TV-14,"Hikada Sana returns to his home town after living away in Tokyo for five years. Although some time has passed the town has not changed much. On a detour to his apartment, he notices that a shrine maiden is watching him as he visits the shrine. The following day at school, Sana is surprised to find out that this girl is actually Yatsushiro Nanaka, a good childhood friend, whom he gave a bracelet before he left so many years ago. And even to this day, she is still wearing it..."
ts178815,Shin Koihime musô: Otome tairan,SHOW,1.0,25,2010,nan,"When there's trouble afoot in ancient China, it's up to the Sisterhood of Steel to set things right once again. So, when a spell is cast on Kashin that begins to slowly turn her into a cat, it's up to Ryuubi and the others to go forth and find the exotic ingredients to undo the enchantment before the felinization is finalized."
